Mouse_ID,Trial,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
309,1,0.15112239695245439,0.21288505423836743,0.8246378617106147,0.6121193933605023,0.6304823165775357,0.3270058695146853,0.4486663368600233,0.16825719486969132,0.6173220532907517,0.232552785602037,0.1576433840059076,0.5761668226865776,0.7476881196185753,0.598503711911627,0.5747745934891252,0.28669707326349114,0.6506370545005071,0.6981641292727225,0.6227841463852611,0.711198438908822,0.136915065347983,0.41964853740606606,0.3171488772759522,0.5937148262220949,0.6279069014285815,0.5962687482403333,0.6401673629489033,0.6430700625960541,0.7661461416817851,0.29559591981830274,0.5498170737194192,0.7474408486274219,0.09203488607996972,0.5411956554070975,0.1523378406563274,0.6872692643314262,0.5539216745681356,0.46727791533377205,0.5099961024356087,0.4694612591030045,0.4361703027175652,0.506017531532662,0.16336828850090324,0.32305864749324603,0.37325416493672914,0.6045159215952502,0.30336345370922146,0.17845795697111466,0.32408544997109734,0.4028095578224251,0.0835836579753321,0.32786961869459286,0.6902572119447283,0.4268162287193011,0.4127206035735545,0.4778340226628771,0.05716794697700629,0.22882535586587996,0.5311629504180753,0.1511030098240613,0.24260848787400427,0.1697015486246581,0.4328430116573175,0.4837831234776145,0.044769562871585865,0.2566988888013994,0.4052283247995794,0.162940678875482,0.17731204448259394,0.2868838061349131,0.4268162287193011,0.1339299398065953,0.3362992825855749,0.08771495723278788,0.1028897548230105,0.08457952382288733,0.7057376421501192,Control,Memantine,C/S,c-CS-m
309,2,0.1557504048982288,0.18822566140207259,0.7764546313144567,0.6010701185068966,0.5852468543159262,0.31188680808522273,0.429899394798499,0.15492492890723786,0.590172705684129,0.20536240196532382,0.15972090364692304,0.5595559546532822,0.6885446024157332,0.559597647722151,0.502766125538208,0.27068780561494765,0.5879255311091459,0.5916055440918283,0.6293109749226466,0.6890947174861389,0.12891067195534164,0.3836692684176746,0.29158293001817587,0.548031601522903,0.5787356747879667,0.5842336074458662,0.6143549299094513,0.586179902026336,0.7245928502610564,0.25183956499671245,0.4919691945142675,0.7019760587546412,0.07558929904405466,0.4676500074356934,0.13745050321729385,0.6210331081532702,0.512116577075298,0.4098970269634902,0.45769390427305956,0.4100461892209079,0.3831009112830806,0.44749600384154636,0.1455944311436245,0.3227355332803611,0.37691439837641194,0.6189179771880876,0.3020588901483265,0.1774518127761857,0.3240042098860208,0.38652391826400556,0.08451360157892561,0.32642607807606866,0.6648943138980339,0.42995248330622376,0.4632508447373611,0.48802836098694763,0.07510291751416112,0.25191133055026926,0.5768280784130098,0.14955491078804634,0.28585967324659933,0.21242056175024218,0.47232713190793474,0.4776403064554002,0.054452127460458466,0.22608837321730152,0.43347110669412053,0.22000999439396832,0.1464937963873896,0.2868838061349131,0.42995248330622376,0.11043366686424744,0.3652078095425749,0.08069192790948335,0.11587379319728443,0.09397699166488191,0.7497710473090112,Control,Memantine,C/S,c-CS-m
309,3,0.15345858780562657,0.20569615041782355,0.7935719238742305,0.5589106815609587,0.5759096870692306,0.3063694225000794,0.4413813114168226,0.15348484994113457,0.6071018009936545,0.19919444034349115,0.15455405909813855,0.5419381244076403,0.670904941798618,0.5605734084490638,0.5544826149429467,0.2838478320074817,0.5904433191596244,0.5815584202451389,0.6697527174364408,0.6709066195170005,0.1286506698244581,0.415578548162244,0.2926758444608823,0.5499826278745912,0.599925035466791,0.5807896337009474,0.6257559449156485,0.6135022516729114,0.7303843030243222,0.2705601086864955,0.47244356650434194,0.7107178697516096,0.0764450216703884,0.4706880877627832,0.1374747059155609,0.6161423617353797,0.5101751718110877,0.37565327153081113,0.4677249365478728,0.40022538549272524,0.3563626775495574,0.43237852340949207,0.1257734292712254,0.33432490582159624,0.3833158217431515,0.6575650975440951,0.3325648142952941,0.18974413822624503,0.3695534434240688,0.37323418901822847,0.09448560777435779,0.31243904788301585,0.7002118946084859,0.44865216642807604,0.4158627447540709,0.4750091534839417,0.07171777509933751,0.24819153482289347,0.607534676047985,0.15043413242381126,0.37387879936428114,0.2027328345324283,0.467602688054149,0.4849530842823377,0.04452565488332457,0.21471898193128844,0.4293867482424308,0.18681628645844206,0.155920370850035,0.2868838061349131,0.44865216642807604,0.12156013809520738,0.35362128805278537,0.08046540389447339,0.10904993440866677,0.08216206111507898,0.8682285650338651,Control,Memantine,C/S,c-CS-m
309,4,0.12516873554545427,0.15768763592701734,0.6373262694236183,0.46815210791928863,0.48064592616887164,0.3355298367077063,0.44430749598136343,0.1320740364116391,0.4869449827808182,0.20513534101697953,0.12702786210536848,0.5542934312014642,0.6570478546583295,0.6406407431130156,0.41324534519337974,0.21123790386823627,0.5223192557944555,0.6275854825605871,0.6877751517854983,0.5934075909431291,0.12150911075352709,0.40186578504399434,0.31959949589233305,0.3420802497978646,0.45205763695180134,0.5457156060773224,0.6255277882090438,0.4922203970687316,0.6672834856304823,0.27720769368159104,0.4407804403329269,0.5363302377871223,0.0769360928327924,0.4795327560819864,0.1449445925709027,0.6056540195642149,0.514304573996499,0.3381988726897669,0.46118870086644875,0.4067151133567872,0.40278636765764764,0.422989357866872,0.26793623948140505,0.22041439756605666,0.3115012320046999,0.5494437121124569,0.36418940584381754,0.1811012949311578,0.231762234922756,0.33303299410221493,0.07624835630938594,0.3382640284282876,0.6693575230197871,0.3926996410860926,0.37277248107481237,0.3979388745404081,0.05325742554128442,0.2456756466872143,0.5625936988599055,0.15608253478108433,0.24267188370862633,0.1847897287356565,0.3643589070981985,0.4493038794763218,0.11925924025555194,0.20894253182661587,0.407971080519909,0.17904690070906565,0.22960193039424956,0.2868838061349131,0.3926996410860926,0.15103061674278626,0.2656189452192366,0.126762994771356,0.16424125566172254,0.14454283748833086,0.721878956056931,Control,Memantine,C/S,c-CS-m
309,5,0.122146245262133,0.15783767514852412,0.6377867535079341,0.42646681344312215,0.4419766888810043,0.3149758168381912,0.4331004516067692,0.12908598269048246,0.4101943521828265,0.18915165594617278,0.11757171815670993,0.5321608215191768,0.6089700483150325,0.5512358370863502,0.40170558235476245,0.20036403745699569,0.48648923477044276,0.5798392801593824,0.6981269308608596,0.5577012519716936,0.11240737245652467,0.3813475813344728,0.29719590316683336,0.3587456064638949,0.43390909722299664,0.5199768283503604,0.5996229185111732,0.47152407219930154,0.6276852931982506,0.2398740799014326,0.41039478264204016,0.5191858327673324,0.06764531065689403,0.4365219342797494,0.12126075098934094,0.5482367020108447,0.501294458716939,0.28330374286669013,0.41669811321833244,0.37254827641462357,0.353712011143694,0.3743572078266855,0.26283933201859105,0.21252097462603414,0.31739972064090766,0.5595512444128266,0.3761989959238188,0.18180478202990005,0.25871973759893013,0.337126101025034,0.07969660233731321,0.3302192012444858,0.6865237165062429,0.41018716197951016,0.3850076576670462,0.42219546723822904,0.08016207961450865,0.23476188626797778,0.6562998185766563,0.1470440566107869,0.3255972112225013,0.18762486155201002,0.3933316589195747,0.4803340967166597,0.11696465841480123,0.21552783414288382,0.4803418086572672,0.24570231944626558,0.21500755826731713,0.2868838061349131,0.41018716197951016,0.14771086486607288,0.3503813815596448,0.09695880474345776,0.1362979042781382,0.14928090778703063,0.8120530456583251,Control,Memantine,C/S,c-CS-m
309,6,0.12744608683934738,0.16239626993827802,0.6602641677250402,0.4347715775238931,0.45516521284535794,0.32647572131979957,0.44340149534468615,0.13027367018264874,0.42585647180268515,0.1782740538385345,0.12207188153420079,0.5386475848609956,0.6103535178691755,0.5234994711345354,0.3953276778052173,0.21213358125064277,0.5105093560209705,0.561623665457241,0.7206195264418183,0.5439311887452515,0.11334927752370302,0.3863325122056332,0.3209571175104299,0.316561703893218,0.44882309093074674,0.5578466495735467,0.6000194800188472,0.5102118383008378,0.6297985354595257,0.2502334435610322,0.3914998310450275,0.5233391633461302,0.06672246551995024,0.42755366118646543,0.09696389441557568,0.52993574925213,0.5050555520354704,0.2693877544309883,0.4185939684127195,0.36283489329035534,0.3263685497187337,0.36141056845582265,0.2519493928124476,0.22324763831222577,0.3260697023846937,0.5665648663098704,0.3721777847778172,0.1679861383791799,0.291969183839526,0.2955749570648471,0.08754573324403973,0.31525285345837584,0.6604724457602766,0.428685595896077,0.36271276204801556,0.46650994411514674,0.06767922111610071,0.22845142188242318,0.5712573786852643,0.1375335468469399,0.3212239304399527,0.15678338135668024,0.37771859980186295,0.4770001924594353,0.12440033184735941,0.14784860064821337,0.42455672171364406,0.17093297795646423,0.2233762669760955,0.2868838061349131,0.428685595896077,0.140416004051107,0.3617182397043024,0.09239914222319755,0.138069851443456,0.12941811480258475,0.7969286646291329,Control,Memantine,C/S,c-CS-m
309,7,0.11923294246813265,0.13928510150932527,0.5956555450455678,0.4134616286875878,0.40557223149783334,0.34033634596212053,0.47411177057377496,0.10921691572136889,0.42896493527763063,0.20811727629037882,0.10555699341168505,0.5609228158755587,0.6360372303171333,0.550466316728889,0.3789836522354807,0.18038707193880202,0.4925806156983815,0.5793876820308886,0.7234768474185886,0.5204307506620963,0.12670569223859401,0.392629711126685,0.351638917365572,0.26465587459146295,0.36094627753330705,0.5218523417953895,0.6312040725612778,0.48112156638551323,0.6157513275415938,0.27696650516396687,0.4280562381496956,0.45329044709391775,0.07746210888980146,0.4760633489826561,0.15031574576186577,0.616676246240414,0.529871799154516,0.3004483436484099,0.45709526998683736,0.39220689570640416,0.40537991004822305,0.37723804967568403,0.3346484930330796,0.13882531680103968,0.2680932202309441,0.5028722856498447,0.42220281104485496,0.17452009210014935,0.19735728347251308,0.25023928764647485,0.06775812962536944,0.31409952099713595,0.6473611281028671,0.33422906881206876,0.3924196300324649,0.3237495254007859,0.03898238973933468,0.22460491101062924,0.5151197191139184,0.155570464380101,0.21713815928479724,0.12936209799405216,0.28020502287359855,0.392164136319288,0.10108610961687826,0.24256131948274615,0.3521785478011041,0.12716583592398084,0.27619220777678793,0.2868838061349131,0.33422906881206876,0.1523250138554328,0.2947676857142507,0.14381988866754336,0.20044469928049474,0.17849782891229565,0.6103787872271984,Control,Memantine,C/S,c-CS-m
309,8,0.11454720291529955,0.1351871304554311,0.5563698609317121,0.3829324138538274,0.3752690358964836,0.31860791371292746,0.45697709908989664,0.10849334286487042,0.3980224564847062,0.1751430812633332,0.10297486695614795,0.5232211371299589,0.5925978151886684,0.497607732607013,0.3507484477230569,0.17430176011138881,0.4573188623222796,0.5170116522652631,0.7091924712822506,0.5042704315428761,0.10898349704028126,0.3958346616302434,0.2826326379309575,0.25146935727258746,0.3487966220432682,0.501380180408366,0.5993567615991432,0.4405367983030916,0.595174786566242,0.2637646033647166,0.35224579329594863,0.45028971956671954,0.06706405471835764,0.4333532391539681,0.13454997740020594,0.5515985139602417,0.48575164400843124,0.23972478391472468,0.41289245782356565,0.3427979166809779,0.3124880437932342,0.3204119143015081,0.309901689067763,0.15031760349980794,0.25289168212414587,0.486988459374128,0.430084023064172,0.16874980200230733,0.22876987421748304,0.30980968938269543,0.0709926746915215,0.3210668581648246,0.654819346090126,0.3523679253862862,0.36828332869362185,0.3664487469804372,0.04608813393923205,0.2359751110343708,0.6167234890508136,0.13317710066504637,0.2759263956745039,0.14387296703648467,0.3074945005926712,0.45661253414238745,0.1000397153798467,0.16822832804031762,0.42501422394175226,0.17632635223141105,0.27209521777786044,0.2868838061349131,0.3523679253862862,0.16165656718526705,0.24733545281820896,0.10919182142374981,0.19625180702487705,0.18461833219121943,0.6908384397863554,Control,Memantine,C/S,c-CS-m
309,9,0.10163654441565588,0.12432406097946773,0.5302367510217991,0.3275469323181562,0.34490815842380657,0.3026088636973338,0.40998578623292836,0.08456039954231721,0.35088019031052425,0.14651873861604298,0.09582882699049317,0.4868534700895641,0.515202370294602,0.46309668708297597,0.2732352933992038,0.15703255207523634,0.429409806539986,0.5029904972914745,0.663994873455509,0.4797272734395781,0.09181729062382957,0.3105583696935748,0.27560095203674884,0.2217329859945592,0.32036624252342505,0.47358387895311366,0.5401275510307352,0.393013481164179,0.5440946402381412,0.23643466680802286,0.29119168708442555,0.3945235266133358,0.05558989939010872,0.37286627461117094,0.09447186143362087,0.49077528574595464,0.4330496700880909,0.204386769712127,0.37498814426788296,0.2839062536970662,0.25453097070230185,0.2473890564178206,0.2911411823910291,0.16176282025876915,0.27450147528803553,0.44047940147997083,0.4334858608372077,0.17807744776370565,0.2367203916501443,0.28784805660141477,0.07556649381478064,0.3123753038700512,0.6290687585864065,0.41413575816930187,0.34622830180561937,0.37675573449076843,0.05474701581585054,0.2406533130743866,0.5576324089521209,0.12922878332182106,0.2839076507671803,0.12093826631112409,0.31793985901953464,0.4502030084882268,0.08076849042588086,0.17116344686174803,0.4062261176661401,0.150719038761275,0.2647463079480605,0.2868838061349131,0.41413575816930187,0.11730002498513006,0.3534421928490208,0.11368382118623277,0.1848815413103239,0.1808575918582596,0.8087285273091606,Control,Memantine,C/S,c-CS-m
309,10,0.09932386475566252,0.10772270735324285,0.6473683331308918,0.315408094919115,0.27591454840865826,0.3455400439288346,0.4902726135953151,0.061087934950512,0.3891791752328323,0.1733360428359075,0.08963908290558766,0.6163542470711677,0.6260026442683954,0.5656669373723151,0.2679837619942997,0.1439840430088047,0.43502675116648937,0.4874216997253377,0.7154617848906627,0.45279536335284415,0.09626692390552097,0.4799807903352863,0.41155948928458463,0.17718677168918334,0.2552824236854708,0.47195090507463927,0.6201997422686082,0.5753485072065516,0.5455204182357855,0.3386994074175171,0.3647452502205477,0.30955361638765844,0.09472615088278434,0.48855320276575875,0.2360000613970511,0.6005397095837717,0.522734406550919,0.27571252117815825,0.4397596484598384,0.3884347198764912,0.42548378469270687,0.3886845523659498,0.3753633059652746,0.11111287589113736,0.21994313425517656,0.4934189805115157,0.4770857385471783,0.189650304844619,0.17268644995247534,0.19985877751790282,0.06605512742877033,0.3384749109663862,0.5850327025902067,0.2846766791561839,0.22327225030912795,0.3161104484992851,0.04214541928573572,0.3173138030084498,0.5134162609728269,0.16273216786174954,0.2096134083505985,0.15823851062758382,0.25128872213137216,0.36656211270614714,0.24758095110009007,0.19158510394957595,0.3603277191460361,0.16625913918352828,0.4923472443394947,0.2868838061349131,0.2846766791561839,0.1840182702360618,0.3117345089824929,0.16607544696937981,0.32651427554992785,0.2901059858022574,0.6028480061043149,Control,Memantine,C/S,c-CS-m
